@relation bank-weka.filters.supervised.attribute.MergeNominalValues-L0.05-Rfirst-last

@attribute age numeric
@attribute job_merged_values {admin._or_housemaid_or_management,blue-collar,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,retired_or_student_or_unknown}
@attribute marital_merged_values {divorced_or_single,married}
@attribute education_merged_values {primary_or_secondary_or_unknown,tertiary}
@attribute default_merged_values {no_or_yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact_merged_values {cellular_or_telephone,unknown}
@attribute day numeric
@attribute month_merged_values {apr_or_feb,aug_or_jan_or_jul_or_jun_or_nov,dec_or_mar_or_oct_or_sep,may}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {failure,other,success,unknown}
@attribute y {no,yes}

@data
39,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,1439,yes,no,cellular_or_telephone,28,aug_or_jan_or_jul_or_jun_or_nov,73,6,-1,0,unknown,no
42,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1491,yes,no,cellular_or_telephone,6,may,203,2,334,2,failure,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,6402,yes,no,cellular_or_telephone,6,may,158,1,167,1,success,no
30,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,1210,no,no,cellular_or_telephone,9,aug_or_jan_or_jul_or_jun_or_nov,100,4,-1,0,unknown,no
26,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,122,no,yes,cellular_or_telephone,8,aug_or_jan_or_jul_or_jun_or_nov,160,1,-1,0,unknown,no
30,retired_or_student_or_unknown,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,0,yes,no,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,661,1,-1,0,unknown,no
32,admin._or_housemaid_or_management,married,tertiary,no_or_yes,62,yes,no,cellular_or_telephone,14,may,166,1,-1,0,unknown,no
47,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,3333,yes,yes,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,114,2,-1,0,unknown,no
33,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,16992,yes,no,unknown,29,may,58,1,-1,0,unknown,no
57,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,23,yes,no,cellular_or_telephone,31,aug_or_jan_or_jul_or_jun_or_nov,25,8,-1,0,unknown,no
35,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,0,yes,no,cellular_or_telephone,7,may,121,2,-1,0,unknown,no
53,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,6072,no,yes,unknown,16,aug_or_jan_or_jul_or_jun_or_nov,226,4,-1,0,unknown,no
24,retired_or_student_or_unknown,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,366,no,yes,unknown,16,may,234,2,-1,0,unknown,no
54,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,0,no,yes,cellular_or_telephone,10,aug_or_jan_or_jul_or_jun_or_nov,88,1,-1,0,unknown,no
31,admin._or_housemaid_or_management,married,tertiary,no_or_yes,1343,yes,yes,unknown,21,may,85,1,-1,0,unknown,no
41,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,2105,yes,no,cellular_or_telephone,18,aug_or_jan_or_jul_or_jun_or_nov,134,1,-1,0,unknown,no
44,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,2319,no,no,cellular_or_telephone,4,aug_or_jan_or_jul_or_jun_or_nov,251,3,-1,0,unknown,no
35,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,35,yes,no,cellular_or_telephone,14,may,152,1,-1,0,unknown,no
30,admin._or_housemaid_or_management,married,tertiary,no_or_yes,877,no,no,cellular_or_telephone,13,aug_or_jan_or_jul_or_jun_or_nov,202,1,83,5,failure,no
43,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,30,yes,no,unknown,30,may,379,17,-1,0,unknown,no
51,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,-2082,no,yes,cellular_or_telephone,28,aug_or_jan_or_jul_or_jun_or_nov,123,6,-1,0,unknown,no
60,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,89,no,no,cellular_or_telephone,30,apr_or_feb,156,2,-1,0,unknown,no
43,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,104,no,no,unknown,17,aug_or_jan_or_jul_or_jun_or_nov,332,1,-1,0,unknown,no
31,admin._or_housemaid_or_management,married,tertiary,no_or_yes,1750,yes,no,cellular_or_telephone,14,may,90,3,-1,0,unknown,no
56,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,772,yes,no,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,291,1,-1,0,unknown,no
42,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,1048,yes,no,cellular_or_telephone,6,apr_or_feb,23,2,-1,0,unknown,no
52,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,592,no,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,122,2,-1,0,unknown,no
40,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,0,yes,yes,cellular_or_telephone,26,aug_or_jan_or_jul_or_jun_or_nov,105,2,172,1,failure,no
36,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,3064,yes,no,cellular_or_telephone,11,may,1143,4,-1,0,unknown,no
40,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,33,no,no,unknown,26,may,70,3,-1,0,unknown,no
46,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,0,yes,no,cellular_or_telephone,8,may,264,2,-1,0,unknown,no
32,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1649,no,no,cellular_or_telephone,27,may,204,2,-1,0,unknown,no
31,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,287,yes,no,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,182,1,-1,0,unknown,no
41,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,0,yes,no,cellular_or_telephone,17,aug_or_jan_or_jul_or_jun_or_nov,386,2,-1,0,unknown,no
58,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,419,no,yes,unknown,5,aug_or_jan_or_jul_or_jun_or_nov,295,3,-1,0,unknown,no
36,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,257,yes,no,cellular_or_telephone,12,may,86,2,-1,0,unknown,no
52,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,118,no,no,cellular_or_telephone,28,aug_or_jan_or_jul_or_jun_or_nov,16,20,-1,0,unknown,no
42,admin._or_housemaid_or_management,married,tertiary,no_or_yes,251,no,no,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,413,2,-1,0,unknown,no
32,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,1731,yes,yes,unknown,29,may,323,3,-1,0,unknown,no
62,admin._or_housemaid_or_management,married,tertiary,no_or_yes,0,no,no,cellular_or_telephone,13,dec_or_mar_or_oct_or_sep,78,3,-1,0,unknown,no
31,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,23,no,no,cellular_or_telephone,25,aug_or_jan_or_jul_or_jun_or_nov,121,3,-1,0,unknown,no
41,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-386,no,yes,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,477,1,-1,0,unknown,yes
34,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,5498,no,no,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,265,1,-1,0,unknown,no
44,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,5063,no,no,cellular_or_telephone,27,dec_or_mar_or_oct_or_sep,418,2,-1,0,unknown,yes
42,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,7041,yes,no,cellular_or_telephone,28,aug_or_jan_or_jul_or_jun_or_nov,386,4,-1,0,unknown,no
37,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,654,no,no,unknown,19,may,594,2,-1,0,unknown,no
47,admin._or_housemaid_or_management,married,tertiary,no_or_yes,1890,no,no,cellular_or_telephone,8,aug_or_jan_or_jul_or_jun_or_nov,161,1,-1,0,unknown,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,2400,yes,yes,cellular_or_telephone,5,apr_or_feb,450,3,-1,0,unknown,no
46,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,519,yes,no,cellular_or_telephone,25,aug_or_jan_or_jul_or_jun_or_nov,217,6,-1,0,unknown,no
39,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,1190,no,no,cellular_or_telephone,8,aug_or_jan_or_jul_or_jun_or_nov,136,1,-1,0,unknown,no
28,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,229,yes,no,unknown,9,may,322,1,-1,0,unknown,no
26,retired_or_student_or_unknown,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,203,no,no,cellular_or_telephone,16,aug_or_jan_or_jul_or_jun_or_nov,104,1,196,1,failure,no
52,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,1818,no,yes,cellular_or_telephone,17,aug_or_jan_or_jul_or_jun_or_nov,189,2,111,4,failure,no
42,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,1289,no,no,cellular_or_telephone,15,aug_or_jan_or_jul_or_jun_or_nov,250,4,415,2,failure,yes
33,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,39,no,no,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,123,5,-1,0,unknown,no
73,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,796,no,no,cellular_or_telephone,23,dec_or_mar_or_oct_or_sep,427,1,182,2,failure,yes
35,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,57,no,yes,cellular_or_telephone,8,aug_or_jan_or_jul_or_jun_or_nov,632,2,-1,0,unknown,no
40,admin._or_housemaid_or_management,married,tertiary,no_or_yes,1548,yes,no,cellular_or_telephone,13,apr_or_feb,101,3,-1,0,unknown,no
51,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,117,no,no,cellular_or_telephone,24,aug_or_jan_or_jul_or_jun_or_nov,467,2,88,4,other,yes
37,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,0,yes,no,cellular_or_telephone,16,apr_or_feb,640,2,-1,0,unknown,no
39,admin._or_housemaid_or_management,married,tertiary,no_or_yes,691,yes,yes,cellular_or_telephone,16,apr_or_feb,517,1,255,1,failure,no
28,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,64,yes,no,unknown,13,may,160,3,-1,0,unknown,no
49,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,0,yes,no,cellular_or_telephone,12,aug_or_jan_or_jul_or_jun_or_nov,177,3,-1,0,unknown,no
36,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,957,yes,no,unknown,21,may,206,1,-1,0,unknown,no
45,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,118,yes,no,unknown,7,may,208,2,-1,0,unknown,no
29,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,218,yes,no,cellular_or_telephone,12,apr_or_feb,169,1,-1,0,unknown,no
35,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,724,yes,no,cellular_or_telephone,14,aug_or_jan_or_jul_or_jun_or_nov,287,2,415,1,failure,yes
35,admin._or_housemaid_or_management,married,tertiary,no_or_yes,20,yes,yes,cellular_or_telephone,17,aug_or_jan_or_jul_or_jun_or_nov,505,3,-1,0,unknown,no
30,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,-28,yes,no,cellular_or_telephone,18,may,284,2,371,1,failure,no
46,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,665,no,no,cellular_or_telephone,30,aug_or_jan_or_jul_or_jun_or_nov,89,4,235,2,failure,no
25,retired_or_student_or_unknown,divorced_or_single,tertiary,no_or_yes,5,no,no,cellular_or_telephone,29,dec_or_mar_or_oct_or_sep,138,1,-1,0,unknown,no
36,admin._or_housemaid_or_management,married,tertiary,no_or_yes,925,no,no,cellular_or_telephone,14,dec_or_mar_or_oct_or_sep,321,3,189,4,success,yes
42,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,2519,yes,no,unknown,15,may,262,4,-1,0,unknown,no
57,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,3927,no,no,cellular_or_telephone,13,dec_or_mar_or_oct_or_sep,61,1,-1,0,unknown,no
42,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,401,yes,no,cellular_or_telephone,24,aug_or_jan_or_jul_or_jun_or_nov,217,9,-1,0,unknown,no
29,admin._or_housemaid_or_management,married,tertiary,no_or_yes,581,yes,yes,cellular_or_telephone,14,aug_or_jan_or_jul_or_jun_or_nov,192,2,-1,0,unknown,no
36,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,1327,no,no,cellular_or_telephone,29,dec_or_mar_or_oct_or_sep,174,2,-1,0,unknown,no
31,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,3242,no,no,unknown,25,aug_or_jan_or_jul_or_jun_or_nov,292,2,-1,0,unknown,no
59,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,3163,yes,no,unknown,29,may,240,2,-1,0,unknown,no
50,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,32,no,no,cellular_or_telephone,4,aug_or_jan_or_jul_or_jun_or_nov,282,2,-1,0,unknown,no
47,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,310,yes,yes,cellular_or_telephone,14,aug_or_jan_or_jul_or_jun_or_nov,128,6,-1,0,unknown,no
46,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,0,no,no,cellular_or_telephone,2,apr_or_feb,161,1,-1,0,unknown,no
26,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,155,yes,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,291,1,244,4,failure,no
31,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,11386,yes,no,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,356,1,-1,0,unknown,no
30,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,1380,yes,no,unknown,21,may,294,2,-1,0,unknown,no
47,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,2443,no,no,unknown,18,aug_or_jan_or_jul_or_jun_or_nov,422,1,-1,0,unknown,no
23,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,1129,yes,no,unknown,28,may,806,1,-1,0,unknown,yes
44,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,4232,no,no,unknown,16,aug_or_jan_or_jul_or_jun_or_nov,227,1,-1,0,unknown,no
42,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,5564,no,no,cellular_or_telephone,17,aug_or_jan_or_jul_or_jun_or_nov,560,2,-1,0,unknown,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-402,yes,no,cellular_or_telephone,17,apr_or_feb,135,1,-1,0,unknown,no
28,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1323,yes,no,unknown,3,aug_or_jan_or_jul_or_jun_or_nov,361,1,-1,0,unknown,no
57,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,1623,yes,yes,cellular_or_telephone,18,aug_or_jan_or_jul_or_jun_or_nov,246,1,-1,0,unknown,no
38,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,1042,yes,no,cellular_or_telephone,4,apr_or_feb,419,2,-1,0,unknown,no
22,retired_or_student_or_unknown,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,2488,no,no,cellular_or_telephone,8,aug_or_jan_or_jul_or_jun_or_nov,449,2,38,10,other,yes
54,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,865,yes,no,cellular_or_telephone,17,aug_or_jan_or_jul_or_jun_or_nov,71,1,-1,0,unknown,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,-1053,yes,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,357,3,-1,0,unknown,no
32,admin._or_housemaid_or_management,married,tertiary,no_or_yes,1667,yes,no,cellular_or_telephone,18,aug_or_jan_or_jul_or_jun_or_nov,164,2,179,3,failure,no
59,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,975,yes,no,unknown,15,may,263,4,-1,0,unknown,no
45,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,2571,no,no,unknown,18,aug_or_jan_or_jul_or_jun_or_nov,146,2,-1,0,unknown,no
53,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,732,no,no,cellular_or_telephone,27,dec_or_mar_or_oct_or_sep,759,2,-1,0,unknown,yes
50,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,769,no,no,cellular_or_telephone,28,aug_or_jan_or_jul_or_jun_or_nov,72,2,363,4,failure,no
34,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,-136,yes,yes,cellular_or_telephone,12,aug_or_jan_or_jul_or_jun_or_nov,131,2,-1,0,unknown,no
35,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,3636,no,yes,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,808,2,-1,0,unknown,yes
30,admin._or_housemaid_or_management,married,tertiary,no_or_yes,931,no,no,cellular_or_telephone,17,aug_or_jan_or_jul_or_jun_or_nov,1183,1,-1,0,unknown,no
62,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,565,no,no,cellular_or_telephone,4,dec_or_mar_or_oct_or_sep,123,3,-1,0,unknown,no
40,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,271,yes,no,unknown,29,may,483,2,-1,0,unknown,no
26,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,1153,no,no,cellular_or_telephone,4,may,238,3,-1,0,unknown,no
34,admin._or_housemaid_or_management,married,tertiary,no_or_yes,-73,yes,no,cellular_or_telephone,11,aug_or_jan_or_jul_or_jun_or_nov,90,1,-1,0,unknown,no
50,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,558,no,no,cellular_or_telephone,9,aug_or_jan_or_jul_or_jun_or_nov,464,1,683,6,failure,yes
31,retired_or_student_or_unknown,divorced_or_single,tertiary,no_or_yes,137,no,no,cellular_or_telephone,22,aug_or_jan_or_jul_or_jun_or_nov,385,9,-1,0,unknown,no
35,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,700,yes,no,unknown,23,may,240,2,-1,0,unknown,no
55,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,-966,no,yes,cellular_or_telephone,14,may,104,1,-1,0,unknown,no
34,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,96,no,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,109,2,-1,0,unknown,no
58,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,4007,no,no,cellular_or_telephone,30,aug_or_jan_or_jul_or_jun_or_nov,598,4,-1,0,unknown,no
50,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,567,yes,no,unknown,16,may,274,8,-1,0,unknown,no
31,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,40,no,no,cellular_or_telephone,7,aug_or_jan_or_jul_or_jun_or_nov,123,2,-1,0,unknown,no
47,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,136,no,yes,cellular_or_telephone,23,aug_or_jan_or_jul_or_jun_or_nov,70,1,-1,0,unknown,no
38,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,917,yes,no,unknown,23,may,260,1,-1,0,unknown,no
46,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,593,yes,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,190,3,-1,0,unknown,no
42,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,505,yes,no,unknown,14,may,521,2,-1,0,unknown,no
34,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,2542,yes,no,cellular_or_telephone,14,may,228,1,-1,0,unknown,no
37,admin._or_housemaid_or_management,married,tertiary,no_or_yes,5355,no,no,cellular_or_telephone,17,apr_or_feb,466,4,-1,0,unknown,yes
38,retired_or_student_or_unknown,divorced_or_single,tertiary,no_or_yes,807,no,no,cellular_or_telephone,27,apr_or_feb,74,2,-1,0,unknown,no
59,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,9976,yes,no,unknown,29,may,57,2,-1,0,unknown,no
32,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,0,no,no,cellular_or_telephone,30,aug_or_jan_or_jul_or_jun_or_nov,119,3,-1,0,unknown,no
55,admin._or_housemaid_or_management,married,tertiary,no_or_yes,540,no,no,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,124,2,-1,0,unknown,no
35,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,280,yes,yes,cellular_or_telephone,31,aug_or_jan_or_jul_or_jun_or_nov,65,50,-1,0,unknown,no
56,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,-59,no,yes,cellular_or_telephone,28,aug_or_jan_or_jul_or_jun_or_nov,127,6,-1,0,unknown,no
27,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,-517,yes,no,cellular_or_telephone,14,aug_or_jan_or_jul_or_jun_or_nov,172,3,-1,0,unknown,no
42,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,2613,yes,no,cellular_or_telephone,30,aug_or_jan_or_jul_or_jun_or_nov,174,6,-1,0,unknown,no
42,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,-7,no,no,cellular_or_telephone,31,aug_or_jan_or_jul_or_jun_or_nov,41,6,-1,0,unknown,no
41,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,0,yes,no,unknown,30,may,232,3,-1,0,unknown,no
53,retired_or_student_or_unknown,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-200,no,yes,unknown,6,aug_or_jan_or_jul_or_jun_or_nov,161,1,-1,0,unknown,no
67,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,2301,no,no,cellular_or_telephone,16,apr_or_feb,124,1,-1,0,unknown,no
53,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,104,no,yes,unknown,5,aug_or_jan_or_jul_or_jun_or_nov,701,1,-1,0,unknown,yes
33,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,191,yes,no,unknown,9,may,162,2,-1,0,unknown,no
31,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,694,yes,no,unknown,6,aug_or_jan_or_jul_or_jun_or_nov,431,2,-1,0,unknown,no
31,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,212,yes,no,cellular_or_telephone,18,aug_or_jan_or_jul_or_jun_or_nov,191,3,-1,0,unknown,no
30,admin._or_housemaid_or_management,married,tertiary,no_or_yes,1882,yes,no,cellular_or_telephone,11,aug_or_jan_or_jul_or_jun_or_nov,249,5,-1,0,unknown,no
48,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,131,yes,no,unknown,6,may,189,1,-1,0,unknown,no
30,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,175,no,no,cellular_or_telephone,25,aug_or_jan_or_jul_or_jun_or_nov,167,4,-1,0,unknown,no
43,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,0,no,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,73,4,-1,0,unknown,no
38,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,4425,yes,no,unknown,30,may,162,1,-1,0,unknown,no
46,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,3533,yes,no,cellular_or_telephone,12,aug_or_jan_or_jul_or_jun_or_nov,235,2,-1,0,unknown,no
59,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,3573,no,no,cellular_or_telephone,15,may,44,1,-1,0,unknown,no
44,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,476,yes,yes,unknown,26,may,127,2,-1,0,unknown,no
35,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,1257,yes,no,cellular_or_telephone,20,apr_or_feb,93,3,329,7,failure,no
55,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,23,no,no,cellular_or_telephone,30,aug_or_jan_or_jul_or_jun_or_nov,143,1,2,3,other,no
39,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,0,yes,no,cellular_or_telephone,16,apr_or_feb,81,2,-1,0,unknown,no
